GeneIds,Gene,TA003_ntCtrl_O2_1,TA003_ntCtrl_O2_2,TA012_ntCtrl_O2,TA020_ntCtrl_O2,TA034_ntCtrl_O2_1,TA034_ntCtrl_O2_2,TA039_ntCtrl_O2,TA003_ntCtrl_RA_1,TA003_ntCtrl_RA_2,TA012_ntCtrl_RA,TA020_ntCtrl_RA,TA034_ntCtrl_RA_1,TA034_ntCtrl_RA_2,TA039_ntCtrl_RA
ENSG00000225126.1,CAMTA1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270171.1,lncRNA*71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270035.1,lncRNA*72,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269978.1,lncRNA*73,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000049245.13,VAMP3,2454,1589,1447,2102,1664,1874,1753,1860,2316,2497,2017,1674,1769,2385
ENSG00000269925.1,lncRNA*74,15,6,7,5,4,10,3,9,13,11,5,7,5,3
ENSG00000049246.15,PER3,340,433,312,589,295,249,493,371,491,409,823,141,128,340
ENSG00000236266.1,lncRNA*75,0,0,0,0,0,0,2,3,4,0,0,0,0,0
ENSG00000049247.14,UTS2,0,0,0,1,1,0,0,0,0,0,2,0,0,0
ENSG00000049249.10,TNFRSF9,8,27,3,6,24,32,23,14,13,2,9,28,16,16
ENSG00000270330.1,processed_pseudogene*6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116288.13,PARK7,2490,2158,1511,2207,2212,2277,2668,2945,2979,2149,2685,2684,2578,2495
ENSG00000200344.1,Y_RNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284747.1,lncRNA*76,6,8,3,6,0,1,8,4,3,9,4,3,0,6
ENSG00000284716.1,lncRNA*77,0,0,1,1,0,4,1,3,2,4,4,2,2,0
ENSG00000116285.13,ERRFI1,6570,1889,3641,1131,2925,3357,1983,2979,3148,6883,1306,3258,3237,6539
ENSG00000238290.1,ERRFI1-DT,52,19,18,2,5,3,16,23,25,13,5,12,6,58
ENSG00000232848.1,RPL7AP18,0,0,1,0,0,0,3,0,1,3,0,0,0,0
ENSG00000229305.1,processed_pseudogene*7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000288816.1,lncRNA*78,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227634.3,LINC01714,4,0,0,1,2,0,5,3,3,3,0,0,1,5
ENSG00000200975.1,RNU1-7P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233645.1,lncRNA*79,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251977.1,RNU6-991P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162426.16,SLC45A1,30,16,31,14,13,26,17,32,49,32,16,19,46,37
ENSG00000252254.1,Y_RNA*1,0,0,0,0,0,1,0,1,0,0,0,0,0,0
ENSG00000142599.20,RERE,2233,2346,1979,3183,1874,2115,2420,2667,3841,3422,4047,1871,2043,2631
ENSG00000232912.6,RERE-AS1,1,2,2,2,0,2,0,1,0,4,0,0,0,1
ENSG00000221083.1,snoRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270282.1,processed_pseudogene*8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234619.1,RPL7P11,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000224315.2,RPL7P7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222511.2,Y_RNA*2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000226545.1,unprocessed_pseudogene*2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228423.2,lncRNA*80,0,1,1,3,0,0,0,0,0,1,3,0,0,1
ENSG00000229716.2,RPL23AP19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000074800.16,ENO1,21553,16165,14736,16432,16076,17948,18744,19689,23883,22943,19512,18408,19474,21301
ENSG00000274258.1,MIR6728,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230679.1,ENO1-AS1,0,1,0,1,2,0,2,0,0,3,2,2,0,1
ENSG00000201725.1,RNU6-304P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238249.2,HMGN2P17,3,1,2,1,2,1,4,1,5,2,5,4,0,0
ENSG00000232208.2,processed_pseudogene*9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232663.2,processed_pseudogene*10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131686.15,CA6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290109.1,lncRNA*81,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265141.2,RN7SL451P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197241.4,SLC2A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000142583.18,SLC2A5,138,5,6,2,9,6,7,9,9,31,13,13,14,148
ENSG00000252404.1,scaRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000180758.12,GPR157,1839,324,632,439,653,856,456,409,459,1453,491,904,807,1876
ENSG00000228526.8,MIR34AHG,427,357,336,357,275,323,289,329,478,529,352,183,282,410
ENSG00000284357.1,MIR34A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000289914.1,lncRNA*82,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000234546.5,LNCTAM34A,53,53,41,90,65,70,67,84,65,74,79,60,55,36
ENSG00000049239.13,H6PD,808,1418,1526,1404,903,1076,1698,1677,2115,3148,1547,1087,1114,1046
ENSG00000171621.14,SPSB1,904,677,486,861,691,738,783,934,850,808,748,637,654,770
ENSG00000284652.1,lncRNA*83,2,0,0,2,6,0,1,0,0,0,0,0,1,0
ENSG00000284693.2,LINC02606,7,7,1,8,3,4,21,7,9,2,5,2,2,3
ENSG00000252956.1,RNA5SP40,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000235263.1,lncRNA*84,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171612.7,SLC25A33,151,188,155,278,212,214,265,246,275,241,245,230,214,168
ENSG00000231181.1,processed_pseudogene*11,1,3,0,2,4,2,6,1,2,5,2,0,0,1
ENSG00000188807.13,TMEM201,275,276,206,326,255,248,338,271,326,324,370,242,237,254
ENSG00000171608.18,PIK3CD,179,160,83,125,154,167,188,180,197,196,121,126,139,154
ENSG00000179840.5,PIK3CD-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233268.3,processed_pseudogene*12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231789.4,PIK3CD-AS2,0,2,1,3,1,0,8,10,1,3,2,0,2,1
ENSG00000171603.18,CLSTN1,11898,7413,5995,10767,8531,9979,8415,9606,12129,10894,12720,8721,9428,11587
ENSG00000271264.1,MZT1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280113.2,TEC*2,0,0,0,0,2,2,0,0,0,0,0,3,0,0
ENSG00000178585.15,CTNNBIP1,1040,763,607,1328,1061,1226,938,896,1038,1028,1409,1107,1159,1066
ENSG00000223989.1,lncRNA*85,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000285701.1,lncRNA*86,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162441.12,LZIC,570,546,374,801,607,696,588,614,661,715,722,641,599,576
ENSG00000228150.1,lncRNA*87,0,0,0,0,2,0,1,0,0,0,0,0,0,0
ENSG00000173614.14,NMNAT1,452,478,398,570,427,458,466,500,522,615,563,445,477,383
ENSG00000202415.1,RN7SKP269,0,0,4,1,0,1,0,0,0,2,1,0,0,0
ENSG00000283611.2,TMEM274P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000265521.1,MIR5697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000241326.1,lncRNA*88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162444.12,RBP7,9,3,5,0,3,9,2,3,2,3,1,5,2,2
ENSG00000130939.20,UBE4B,1442,1040,967,1665,1275,1343,1252,1192,1658,1759,1818,1267,1234,1356
ENSG00000224340.1,RPL21P21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233623.2,PGAM1P11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201746.1,RNU6-828P,0,1,0,0,0,1,0,0,1,0,2,0,0,0
ENSG00000054523.20,KIF1B,1365,843,962,1298,1195,1426,1023,1167,1395,1624,1213,1247,1243,1210
ENSG00000264881.1,miRNA*2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000199562.1,RNU6-37P,1,1,0,1,1,0,1,0,0,0,0,0,0,1
ENSG00000264501.2,RN7SL731P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284735.1,lncRNA*89,1,2,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000284642.1,lncRNA*90,8,20,9,9,2,10,15,16,14,22,18,0,6,12
ENSG00000142657.21,PGD,8004,8106,6695,10226,15931,16561,9457,7446,9195,7990,9679,11202,11510,6780
ENSG00000271989.1,lncRNA*91,0,1,0,1,1,1,1,0,0,1,0,2,0,0
ENSG00000251503.8,CENPS-CORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175279.22,CENPS,7,9,2,6,1,12,9,3,13,13,4,11,3,2
ENSG00000241563.4,CORT,0,3,1,0,0,0,0,1,4,2,3,0,0,0
ENSG00000160049.12,DFFA,2038,1961,1418,2463,1740,1895,2208,2073,2233,2259,2279,1772,1748,1733
ENSG00000203469.2,lncRNA*92,0,0,0,0,0,0,0,0,2,2,0,0,0,0
ENSG00000142655.13,PEX14,464,500,357,461,476,539,440,528,600,603,766,562,524,449
ENSG00000287727.1,lncRNA*93,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243267.3,RN7SL614P,2,0,0,0,0,1,1,0,1,1,0,0,0,3
ENSG00000130940.15,CASZ1,817,1068,738,1173,1028,1166,1029,1105,1359,1174,1164,1034,1118,705
ENSG00000272078.1,lncRNA*94,0,4,1,0,1,0,1,8,6,0,4,0,1,1
ENSG00000225158.2,HSPE1P24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175262.15,C1orf127,1,2,0,2,5,4,6,0,2,2,0,0,2,1
ENSG00000215785.2,CFL1P6,3,0,1,1,0,0,0,0,1,0,0,0,0,0
ENSG00000120948.19,TARDBP,2936,2677,2122,3435,3007,3458,3006,2782,3480,3761,3368,2664,2873,3081
ENSG00000009724.18,MASP2,0,0,0,0,0,0,0,0,0,1,0,0,0,2
ENSG00000116649.10,SRM,909,803,513,845,600,619,906,689,752,841,923,717,756,924
ENSG00000171824.14,EXOSC10,1354,1072,1148,1506,1266,1343,1129,1222,1540,1952,1464,1117,1227,1308
ENSG00000226849.1,lncRNA*95,0,2,0,2,0,2,6,1,4,2,5,0,3,3
ENSG00000230337.3,EXOSC10-AS1,3,10,2,7,2,3,5,9,6,3,8,11,0,5
ENSG00000198793.14,MTOR,1850,1418,1448,2009,1656,1843,1817,1794,2083,2467,1876,1733,1783,1707
ENSG00000225602.5,MTOR-AS1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ENSG00000253086.1,RNU6-537P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000171819.5,ANGPTL7,1,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000207451.1,RNU6-291P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000238173.1,RPL39P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120942.14,UBIAD1,304,377,234,393,367,295,396,363,449,424,408,364,372,280
ENSG00000238199.1,UBE2V2P3,0,0,0,1,0,0,0,0,1,0,0,1,0,0
ENSG00000284646.1,lncRNA*96,3,6,6,11,1,3,14,9,7,3,16,4,6,10
ENSG00000224338.2,MTCYBP45,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204624.8,DISP3,9,2,3,2,2,14,3,5,11,26,3,11,2,14
ENSG00000285833.1,lncRNA*97,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235643.2,LINC01647,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000284708.1,lncRNA*98,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116661.11,FBXO2,67,254,83,121,86,75,191,389,315,157,236,92,106,130
ENSG00000132879.14,FBXO44,373,539,384,581,311,337,503,527,634,460,819,267,342,288
ENSG00000116670.16,MAD2L2,198,134,123,217,165,135,183,195,213,214,316,176,164,160
ENSG00000116663.11,FBXO6,169,291,130,207,185,178,271,304,326,189,258,166,177,93
ENSG00000162490.7,DRAXIN,4,1,2,0,1,2,2,0,0,1,0,0,0,3
ENSG00000177674.16,AGTRAP,743,326,402,410,504,587,323,349,426,691,610,671,536,572
ENSG00000215910.8,C1orf167,1,1,0,3,2,0,0,2,2,1,0,0,0,0
ENSG00000177553.6,C1orf167-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177000.13,MTHFR,485,856,388,1116,689,730,887,752,922,906,1160,660,700,648
ENSG00000011021.23,CLCN6,323,361,302,298,218,241,281,285,328,553,373,162,173,387
ENSG00000276470.1,misc_RNA*1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278852.1,misc_RNA*2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175206.11,NPPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275915.1,misc_RNA*3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120937.9,NPPB,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ENSG00000224904.1,SBF1P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285646.2,lncRNA*99,5,2,1,0,0,0,0,2,1,3,4,2,4,1
ENSG00000199347.1,RNU5E-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201801.1,RNU5E-4P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116685.17,KIAA2013,1302,1500,1087,1634,1590,1664,1531,1642,1946,1584,2321,1769,1729,1226
ENSG00000083444.17,PLOD1,1678,1353,929,1464,1032,1221,1585,1661,1940,1787,1602,1470,1533,1875
ENSG00000287384.1,lncRNA*100,0,0,1,2,1,3,2,5,0,4,0,0,0,2
ENSG00000116688.18,MFN2,2688,2830,2535,3956,3112,3227,3203,3503,3935,4459,4139,3408,3518,2734
ENSG00000270914.1,processed_pseudogene*13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116691.11,MIIP,173,280,181,241,221,238,256,216,287,258,326,216,184,183
ENSG00000202461.1,Y_RNA*3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276869.1,MIR6729,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000243539.3,RN7SL649P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000120949.15,TNFRSF8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000201135.1,RNU6-777P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000227875.2,RPL23AP89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000285604.1,lncRNA*101,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283789.1,MIR7846,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000028137.19,TNFRSF1B,0,6,0,2,1,0,0,2,5,5,2,4,3,1
ENSG00000263676.1,MIR4632,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000225196.2,RPL10P17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252969.1,SNORA70,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000048707.15,VPS13D,1271,1424,1240,1882,1222,1486,1464,3827,4728,2647,2590,1896,1793,2715
ENSG00000239149.1,SNORA59A,0,5,0,6,0,0,2,8,13,2,1,2,3,4
ENSG00000229484.3,LINC02766,1,0,1,0,0,1,0,0,0,0,2,1,0,0
ENSG00000162496.9,DHRS3,3025,3307,4394,3607,4454,4052,2752,5531,6865,9102,8198,5960,5886,5574
ENSG00000221340.1,RNU6ATAC18P,3,15,7,3,5,6,0,13,35,30,21,6,4,14
ENSG00000276830.1,MIR6730,0,1,0,4,3,0,2,0,2,5,2,0,1,0
ENSG00000288927.2,lncRNA*102,1,2,4,0,1,1,4,3,1,0,0,0,0,1
ENSG00000272482.2,lncRNA*103,18,25,71,11,27,29,5,91,115,205,88,99,110,115
ENSG00000204518.3,AADACL4,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000226166.2,processed_pseudogene*14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000188984.12,AADACL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157330.10,CFAP107,2,94,0,1,4,3,78,129,139,0,1,4,1,1
ENSG00000116726.5,PRAMEF12,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000116721.9,PRAMEF1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000228338.1,LINC01784,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000239810.3,PRAMEF11,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000231103.2,PRAMEF30P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179172.10,HNRNPCL1,0,0,1,3,1,0,1,0,0,0,2,0,0,1
ENSG00000120952.4,PRAMEF2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000243073.4,PRAMEF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000187545.5,PRAMEF10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000204510.6,PRAMEF7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207434.1,RNU6-1072P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234064.1,PRAMEF29P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000232423.6,PRAMEF6,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000274178.2,PRAMEF28P,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000274764.6,PRAMEF27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277058.3,HNRNPCL3,0,1,0,0,0,0,1,0,1,0,0,1,0,0
ENSG00000229571.7,PRAMEF25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277862.1,PRAMEF34P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000236179.1,PRAMEF35P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275774.3,HNRNPCL2,2,2,0,1,0,0,0,0,2,0,2,0,1,0
ENSG00000229978.2,PRAMEF36P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000290772.1,lncRNA*104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233336.1,lncRNA*105,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000280267.6,PRAMEF26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179412.11,HNRNPCL4,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000204505.5,PRAMEF9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279169.3,PRAMEF13,0,0,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000279804.3,PRAMEF18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000250894.1,PRAMEF31P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270601.5,PRAMEF5,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000231219.1,PRAMEF32P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000207511.1,RNU6-771P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000182330.11,PRAMEF8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000237700.2,PRAMEF33,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204501.7,PRAMEF15,0,0,0,0,0,0,0,0,0,3,0,0,0,0
ENSG00000228229.2,lncRNA*106,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204481.8,PRAMEF14,0,0,0,0,0,0,0,0,0,5,0,0,0,0
ENSG00000204480.9,PRAMEF19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204479.4,PRAMEF17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000204478.11,PRAMEF20,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000162494.6,LRRC38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259961.1,lncRNA*107,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215909.3,BRWD1P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162493.17,PDPN,289,295,216,319,335,503,239,269,265,566,331,372,420,243
ENSG00000222952.1,RNA5SP41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237445.2,lncRNA*108,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253085.1,scaRNA*1,0,0,1,0,0,2,0,0,0,0,0,0,0,0
ENSG00000116731.23,PRDM2,1124,1087,644,1609,1167,1291,1205,1119,1483,1166,1548,1064,1088,872
ENSG00000289380.1,lncRNA*109,0,1,0,2,1,5,0,2,0,0,0,0,0,0
ENSG00000189337.17,KAZN,445,552,392,674,479,458,543,628,731,544,587,338,355,410
ENSG00000252151.1,RNU6-1265P,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231606.2,lncRNA*110,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000234593.3,KAZN-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000235829.1,TBCAP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287756.1,lncRNA*111,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000175147.13,TMEM51-AS1,144,106,113,156,105,152,111,81,106,194,132,128,121,107
ENSG00000171729.14,TMEM51,452,392,344,437,540,607,355,393,467,594,494,553,450,414
ENSG00000204464.7,TMEM51-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215720.4,MFFP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278480.1,ZBTB2P1,4,0,2,1,0,0,1,2,0,0,0,1,0,1
ENSG00000142621.21,FHAD1,15,137,0,6,6,4,160,224,218,1,4,5,11,18
ENSG00000233485.1,FHAD1-AS1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
ENSG00000236045.1,lncRNA*112,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000228140.2,EFHD2-AS1,0,1,0,0,0,0,5,2,2,0,1,0,0,0
ENSG00000142634.13,EFHD2,1271,2623,1355,1445,2020,2519,2394,2519,2878,2463,2834,2407,2316,2160
ENSG00000162438.12,CTRC,1,1,0,0,0,0,0,0,1,0,4,0,1,1
ENSG00000142615.8,CELA2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000215704.10,CELA2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000132906.18,CASP9,225,280,157,358,306,316,297,328,371,208,459,288,297,222
ENSG00000116138.13,DNAJC16,778,655,533,899,710,921,848,804,1059,923,836,685,661,754
ENSG00000251866.1,SCARNA21B,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000272510.1,lncRNA*113,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000116771.6,AGMAT,7,12,5,5,3,5,18,5,12,19,8,3,4,16
ENSG00000237301.1,lncRNA*114,1,1,1,0,0,0,5,2,3,0,0,2,0,4
ENSG00000235084.3,CHCHD2P6,10,16,4,7,13,12,14,8,10,15,19,17,11,13
ENSG00000252417.1,RNU7-179P,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000236500.1,CD24P1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197312.13,DDI2,997,1341,957,2174,1488,1608,1577,1479,1712,1713,2477,1309,1295,1039
ENSG00000215695.2,RSC1A1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000271742.1,lncRNA*115,0,0,0,0,0,0,0,0,1,0,1,0,0,0
ENSG00000116786.13,PLEKHM2,1865,1506,1296,1667,1727,1980,1534,2027,2276,2047,2335,1862,1952,1779
ENSG00000237938.5,lncRNA*116,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000162461.8,SLC25A34,27,16,7,9,18,27,28,13,33,20,43,14,17,22
ENSG00000224459.2,SLC25A34-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162460.7,TMEM82,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000162458.13,FBLIM1,3093,1346,1948,1194,1635,1814,1496,1738,1756,3138,1699,2118,2012,2956
ENSG00000224321.1,RPL12P14,41,48,26,51,44,32,44,53,50,40,31,20,19,36
ENSG00000233954.7,UQCRHL,95,48,46,170,117,125,55,76,73,56,121,90,109,90
ENSG00000178715.8,processed_pseudogene*15,21,34,14,20,20,18,23,25,38,19,20,17,9,7
ENSG00000179743.4,SPEN-AS1,48,88,65,79,85,104,64,58,78,55,100,119,115,66
ENSG00000065526.13,SPEN,1697,1411,1646,2090,1646,2008,1407,1734,1924,2973,2386,1827,1779,1981
ENSG00000270620.1,unprocessed_pseudogene*3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000116809.12,ZBTB17,547,648,463,684,752,746,572,784,826,745,1056,740,793,622
ENSG00000234607.2,processed_pseudogene*16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000231353.1,unprocessed_pseudogene*4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275503.1,processed_pseudogene*17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000224966.4,TBC1D3P6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183888.4,SRARP,0,0,0,0,0,0,0,3,4,0,0,0,0,0
ENSG00000233078.1,lncRNA*117,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000173641.18,HSPB7,0,0,0,0,0,1,0,0,0,0,1,0,0,0
ENSG00000186510.12,CLCNKA,1,6,0,0,2,2,3,8,26,3,1,1,0,2
ENSG00000232456.1,FAM131C2P,0,0,0,0,3,7,2,0,1,0,0,2,1,2
ENSG00000184908.20,CLCNKB,1,2,1,2,3,0,1,3,4,1,1,0,0,0
ENSG00000185519.9,FAM131C,39,18,48,47,44,70,22,34,30,60,78,63,69,48
ENSG00000142627.13,EPHA2,8141,4868,7744,8051,10997,11934,5266,5649,6660,11213,10305,10835,11156,7952
ENSG00000227959.2,EPHA2-AS1,21,10,17,41,12,24,29,5,25,33,24,21,27,32
ENSG00000224621.1,lncRNA*118,15,3,15,13,5,10,13,15,5,19,13,6,8,22
ENSG00000234166.1,ARHGEF19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000142632.17,ARHGEF19,169,464,146,683,326,305,346,472,550,269,1149,352,402,219
ENSG00000291077.1,lncRNA*119,39,25,13,19,21,34,21,21,19,11,28,30,22,27
ENSG00000237276.10,ANO7L1,0,7,0,1,0,2,5,7,7,2,3,1,1,0
ENSG00000288398.1,lncRNA*120,118,163,72,199,121,145,180,166,211,124,188,118,153,93
